专业,部件名称/场景分类,部位名称/场景名称,状态描述/场景描述,标注标签
安监,环境监测,房屋建筑物,盖板破损,011_hjjc_fwjzw_gbps
安监,环境监测,房屋建筑物,盖板缺失,011_hjjc_fwjzw_gbqs
安监,环境监测,房屋建筑物,门窗墙损坏,011_hjjc_fwjzw_mcqsh
安监,环境监测,房屋建筑物,排洪沟堵塞,011_hjjc_fwjzw_phgds
安监,环境监测,火灾烟雾,火灾烟雾,011_hjjc_hzyw_hzyw
安监,环境监测,积雪、积水、漏水,室内地面积雪、积水,011_hjjc_jx/js/ls_sndmjx/js
安监,环境监测,积雪、积水、漏水,室内墙面或屋顶漏水,011_hjjc_jx/js/ls_snqmhwdls
安监,环境监测,小动物闯入,小动物闯入,011_hjjc_xdwcr_xdwcr
安监,环境监测,站房,安防区域入侵,011_hjjc_zf_afqyrq
安监,环境监测,站房,防生物入侵,011_hjjc_zf_fswrq
安监,全景信息,环境信息,抱杆,011_qjxx_hjxx_bg
安监,全景信息,环境信息,成捆导线,011_qjxx_hjxx_ckdx
安监,全景信息,环境信息,高速公路,011_qjxx_hjxx_gsgl
安监,全景信息,环境信息,杆塔,011_qjxx_hjxx_gt
安监,全景信息,环境信息,护目镜,011_qjxx_hjxx_hmj
安监,全景信息,环境信息,绝缘手套,011_qjxx_hjxx_jyst
安监,全景信息,环境信息,孔洞,011_qjxx_hjxx_kd
安监,全景信息,环境信息,空导线,011_qjxx_hjxx_kdx
安监,全景信息,环境信息,跨越架,011_qjxx_hjxx_kyj
安监,全景信息,环境信息,灭火器,011_qjxx_hjxx_mhq
安监,全景信息,环境信息,输电线路,011_qjxx_hjxx_sdxl
安监,全景信息,环境信息,塔材,011_qjxx_hjxx_tc
安监,全景信息,环境信息,通风措施,011_qjxx_hjxx_tfcs
安监,全景信息,环境信息,铁路,011_qjxx_hjxx_tl
安监,全景信息,人员信息,地面作业人员-安全帽正确佩戴,011_qjxx_ryxx_dmzyry-aqmzqpd
安监,全景信息,人员信息,地面作业人员-规范着装,011_qjxx_ryxx_dmzyry-gfzz
安监,全景信息,人员信息,地面作业人员-有佩戴绝缘手套,011_qjxx_ryxx_dmzyry-ypdjyst
安监,全景信息,人员信息,高处作业人员-安全带规范使用,011_qjxx_ryxx_gczyry-aqdgfsy
安监,全景信息,人员信息,高处作业人员-爬梯有人扶持,011_qjxx_ryxx_gczyry-ptyrfc
安监,全景信息,设备信息,氧气瓶-未直立放置,011_qjxx_sbxx_yqg-wzlfz
安监,全景信息,设备信息,氧气瓶-直立放置,011_qjxx_sbxx_yqg-zlfz
安监,全景信息,设备信息,乙炔瓶-未直立放置,011_qjxx_sbxx_yqp-wzlfz
安监,全景信息,设备信息,乙炔瓶-直立放置,011_qjxx_sbxx_yqp-zlfz
安监,作业视频,作业现场监控质量检测,监控范围内无作业内容,011_zysp_zyxcjkzljc_jkfwnwzynr
安监,作业视频,作业现场监控质量检测,监控内容是否遮挡,011_zysp_zyxcjkzljc_jknrsfzd
安监,作业违章,高空作业防高坠,高处作业未佩戴安全带,011_zywz_gkzyfgz_gczywpdaqd
安监,作业违章,高空作业防高坠,高处作业未正确使用安全带,011_zywz_gkzyfgz_gczywzqsyaqd
安监,作业违章,高空作业防高坠,塔上作业速差自控器系在腰间,011_zywz_gkzyfgz_tszysczkqjzyj
安监,作业违章,高空作业防高坠,梯上作业无人扶梯,011_zywz_gkzyfgz_tszywrft
安监,作业违章,现场作业安全警示,高空抛物,011_zywz_xczyaqjs_gkpw
安监,作业违章,现场作业安全警示,火花,011_zywz_xczyaqjs_hh
安监,作业违章,现场作业安全警示,跨越（下穿）安全围栏,011_zywz_xczyaqjs_ky（xc）aqwl
安监,作业违章,现场作业安全警示,作业现场孔洞未遮盖或无防护措施,011_zywz_xczyaqjs_zyxckdwzghwfhcs
安监,作业违章,现场作业安全警示,作业现场明火,011_zywz_xczyaqjs_zyxcmh
安监,作业违章,现场作业安全警示,作业现场未设安全围栏,011_zywz_xczyaqjs_zyxcwsaqwl
安监,作业违章,现场作业安全警示,作业现场未设标示牌,011_zywz_xczyaqjs_zyxcwsbsp
安监,作业违章,现场作业安全警示,作业现场吸烟,011_zywz_xczyaqjs_zyxcxy
安监,作业违章,现场作业安全警示,作业现场烟火,011_zywz_xczyaqjs_zyxcyh
安监,作业违章,现场作业劳动防护,吊臂下站人,011_zywz_xczyldfh_dbxzr
安监,作业违章,现场作业劳动防护,接地线挂接不规范,011_zywz_xczyldfh_jdxgjbgf
安监,作业违章,现场作业劳动防护,未佩戴护目镜,011_zywz_xczyldfh_wpdhmj
安监,作业违章,现场作业劳动防护,未正确佩戴安全帽,011_zywz_xczyldfh_wzqpdaqm
安监,作业违章,现场作业劳动防护,现场作业未戴安全帽,011_zywz_xczyldfh_xczywdaqm
安监,作业违章,现场作业劳动防护,现场作业未规范着装,011_zywz_xczyldfh_xczywgfzz
安监,作业违章,现场作业劳动防护,现场作业未佩戴绝缘手套,011_zywz_xczyldfh_xczywpdjyst
安监,作业队伍,安全准入人员照片质量检测,安全准入照片模糊,011_zyxc_aqzrryzpzljc_aqzrzpmh
安监,作业队伍,安全准入人员照片质量检测,安全准入照片遮挡,011_zyxc_aqzrryzpzljc_aqzrzpzd
安监,作业现场,动火作业现场,动火作业现场,011_zyxc_dhzyxc_dhzyxc
安监,作业现场,大型机械设备作业现场,叉车识别,011_zyxc_dxjxsbzyxc_ccsb
安监,作业现场,大型机械设备作业现场,斗臂车作业,011_zyxc_dxjxsbzyxc_dbczy
安监,作业现场,大型机械设备作业现场,吊车作业,011_zyxc_dxjxsbzyxc_dczy
安监,作业现场,大型机械设备作业现场,绞磨机识别,011_zyxc_dxjxsbzyxc_jmjsb
安监,作业现场,大型机械设备作业现场,牵张机作业,011_zyxc_dxjxsbzyxc_qzjzy
安监,作业现场,大型机械设备作业现场,升降机识别,011_zyxc_dxjxsbzyxc_sjjsb
安监,作业现场,大型机械设备作业现场,挖掘机作业,011_zyxc_dxjxsbzyxc_wjjzy
安监,作业现场,高处作业,杆塔作业现场,011_zyxc_gczy_gtzyxc
安监,作业现场,高处作业,脚手架上作业现场,011_zyxc_gczy_jsjszyxc
安监,作业现场,高处作业,设备上作业现场,011_zyxc_gczy_sbszyxc
安监,作业现场,高处作业,梯上作业现场,011_zyxc_gczy_tszyxc
安监,作业现场,架线作业,导线线盘识别,011_zyxc_jxzy_dxxpsb
安监,作业现场,架线作业,跨越架识别,011_zyxc_jxzy_kyjsb
安监,作业现场,临带电作业现场,临带电作业现场,011_zyxc_lddzyxc_lddzyxc
安监,作业现场,深基坑作业现场,深基坑作业现场,011_zyxc_sjkzyxc_sjkzyxc
安监,作业现场,“三跨”作业现场,跨越带电线路作业现场,011_zyxc_skzyxc_kyddxlzyxc
安监,作业现场,“三跨”作业现场,跨越公路作业现场,011_zyxc_skzyxc_kyglzyxc
安监,作业现场,“三跨”作业现场,跨越铁路作业现场,011_zyxc_skzyxc_kytlzyxc
安监,作业现场,组塔架线作业,抱杆识别,011_zyxc_ztjxzy_bgsb
安监,作业现场,组塔架线作业,杆塔识别,011_zyxc_ztjxzy_gtsb
安监,作业现场,组塔架线作业现场,组塔架线作业现场,011_zyxc_ztjxzyxc_ztjxzyxc
安监,作业信息,作业计划,安全措施勾选与否,011_zyxx_zyjh_aqcsgxyf
安监,作业信息,作业计划,安全交底签字人数识别,011_zyxx_zyjh_aqjdqzrssb
安监,作业信息,作业计划,工作负责人是否签字,011_zyxx_zyjh_gzfzrsfqz
安监,作业信息,作业计划,工作票字迹是否涂改,011_zyxx_zyjh_gzpzjsftg
安监,作业信息,作业计划,无计划作业,011_zyxx_zyjh_wjhzy
安监,作业信息,作业计划,现场无作业人员,011_zyxx_zyjh_xcwzyry
安监,作业信息,作业计划,现场有作业人员,011_zyxx_zyjh_xcyzyry
安监,作业信息,作业资质,国网工服检测,011_zyxx_zyzz_gwgfjc
安监,作业信息,作业资质,工作负责人不在现场,011_zyxx_zyzz_gzfzrbzxc
安监,作业信息,作业资质,红色安全帽检测-安全督查员,011_zyxx_zyzz_hsaqmjc-aqdcy
安监,作业信息,作业资质,黄色安全帽检测-运行人员（工作许可人）,011_zyxx_zyzz_hsaqmjc-yxry（gzxkr）
安监,作业信息,作业资质,黄色马甲检测（安全员是否在场）,011_zyxx_zyzz_hsmjjc（aqysfzc）
安监,作业信息,作业资质,红色马甲检测（对应工作负责人在场检测）,011_zyxx_zyzz_hsmjjc（dygzfzrzcjc）
安监,作业信息,作业资质,空间作业未设监护人,011_zyxx_zyzz_kjzywsjhr
安监,作业信息,作业资质,蓝色安全帽检测-检修人员（包括工作负责人、工作班成员）,011_zyxx_zyzz_lsaqmjc-jxry（bkgzfzr、gzbcy）
设备-输电,ADSS,接线盒,正常,021_adss_jxh__zc
设备-输电,ADSS,接线盒,接线盒脱落,021_adss_jxh_jxhtl
设备-输电,ADSS,接线盒,密封不良,021_adss_jxh_mfbl
设备-输电,ADSS,支架,正常,021_adss_zj_zc
设备-输电,ADSS,支架,支架螺丝缺失,021_adss_zj_zjlsqs
设备-输电,ADSS,支架,支架缺失,021_adss_zj_zjqs
设备-输电,ADSS,支架,支架脱落,021_adss_zj_zjtl
设备-输电,保护金具,防振锤,,021_bhjj_fzc
设备-输电,保护金具,防振锤,滑移,021_bhjj_fzc_hy
设备-输电,保护金具,防振锤,偏斜,021_bhjj_fzc_px
设备-输电,保护金具,防振锤,脱落,021_bhjj_fzc_tl
设备-输电,保护金具,防振锤,锈蚀,021_bhjj_fzc_xs
设备-输电,保护金具,防振锤,正常,021_bhjj_fzc_zc
设备-输电,保护金具,护线条,断股,021_bhjj_hxt_dg
设备-输电,保护金具,护线条,破损,021_bhjj_hxt_ps
设备-输电,保护金具,护线条,松散,021_bhjj_hxt_ss
设备-输电,保护金具,护线条,位移,021_bhjj_hxt_wy
设备-输电,保护金具,护线条,正常,021_bhjj_hxt_zc
设备-输电,保护金具,护线条,灼伤,021_bhjj_hxt_zs
设备-输电,保护金具,间隔棒,缺损,021_bhjj_jgb_qs
设备-输电,保护金具,间隔棒,正常,021_bhjj_jgb_zc
设备-输电,保护金具,屏蔽环,损坏,021_bhjj_pbh_sh
设备-输电,保护金具,屏蔽环,脱落,021_bhjj_pbh_tl
设备-输电,保护金具,屏蔽环,锈蚀,021_bhjj_pbh_xs
设备-输电,保护金具,屏蔽环,正常,021_bhjj_pbh_zc
设备-输电,保护金具,屏蔽环,灼伤,021_bhjj_pbh_zs
设备-输电,保护金具,重锤,缺损,021_bhjj_zc_qs
设备-输电,保护金具,重锤,锈蚀,021_bhjj_zc_xs
设备-输电,保护金具,重锤,正常,021_bhjj_zc_zc
设备-输电,保护金具,阻尼线,断股,021_bhjj_znx_dg
设备-输电,保护金具,阻尼线,位移,021_bhjj_znx_wy
设备-输电,保护金具,阻尼线,正常,021_bhjj_znx_zc
设备-输电,保护金具,阻尼线,灼伤,021_bhjj_znx_zs
设备-输电,避雷器,本体,击伤,021_blq_bt_js
设备-输电,避雷器,本体,裂纹,021_blq_bt_lw
设备-输电,避雷器,本体,破损,021_blq_bt_ps
设备-输电,避雷器,本体,缺件,021_blq_bt_qj
设备-输电,避雷器,本体,缺螺栓,021_blq_bt_qls
设备-输电,避雷器,本体,松动,021_blq_bt_sd
设备-输电,避雷器,本体,脱落,021_blq_bt_tl
设备-输电,避雷器,本体,脱离器断开,021_blq_bt_tlqdk
设备-输电,避雷器,本体,正常,021_blq_bt_zc
设备-输电,避雷器,本体,炸开,021_blq_bt_zk
设备-输电,避雷器,计数器,表盘模糊,021_blq_jsq_bpmh
设备-输电,避雷器,计数器,计数器表面破损,021_blq_jsq_jsqbmps
设备-输电,避雷器,计数器,计数器连线松动,021_blq_jsq_jsqlxsd
设备-输电,避雷器,计数器,计数器连线脱落,021_blq_jsq_jsqlxtl
设备-输电,避雷器,计数器,计数器图文不清,021_blq_jsq_jsqtwbq
设备-输电,避雷器,计数器,计数器指示异常,021_blq_jsq_jsqzsyc
设备-输电,避雷器,计数器,外壳破损,021_blq_jsq_wkps
设备-输电,避雷器,计数器,泄漏电流表指示异常,021_blq_jsq_xldlbzsyc
设备-输电,避雷器,计数器,正常,021_blq_jsq_zc
设备-输电,避雷器,支架,间隙破损,021_blq_zj_jxps
设备-输电,避雷器,支架,正常,021_blq_zj_zc
设备-输电,避雷器,支架,支架松动,021_blq_zj_zjsd
设备-输电,避雷器,支架,支架脱落,021_blq_zj_zjtl
设备-输电,避雷针,本体,缺件,021_blz_bt_qj
设备-输电,避雷针,本体,松动,021_blz_bt_sd
设备-输电,避雷针,本体,脱落,021_blz_bt_tl
设备-输电,避雷针,本体,位移,021_blz_bt_wy
设备-输电,避雷针,本体,锈蚀,021_blz_bt_xs
设备-输电,避雷针,本体,正常,021_blz_bt_zc
设备-输电,避雷针,构架,金属锈蚀,021_blz_gj_jsxs
设备-输电,避雷针,构架,正常,021_blz_gj_zc
设备-输电,避雷针,接地装置,金属锈蚀,021_blz_jdzz_jsxs
设备-输电,避雷针,接地装置,正常,021_blz_jdzz_zc
设备-输电,标志牌,杆号牌（含相序）,正常,021_bzp_ghp（hxx）_zc
设备-输电,标志牌,杆号牌（含相序）,破损,021_bzp_ghp（hxx）ps
设备-输电,标志牌,杆号牌（含相序）,图文不清,021_bzp_ghp（hxx）twbq
设备-输电,标志牌,警告牌,破损,021_bzp_jgp_ps
设备-输电,标志牌,警告牌,图文不清,021_bzp_jgp_twbq
设备-输电,标志牌,警告牌,正常,021_bzp_jgp_zc
设备-输电,标志牌,色标牌,破损,021_bzp_sbp_ps
设备-输电,标志牌,色标牌,退色,021_bzp_sbp_ts
设备-输电,标志牌,色标牌,正常,021_bzp_sbp_zc
设备-输电,导地线,本体,补修绑扎线松散,021_ddx_bt_bxbzxss
设备-输电,导地线,本体,断股,021_ddx_bt_dg
设备-输电,导地线,本体,断线,021_ddx_bt_dx
设备-输电,导地线,本体,地线锈蚀,021_ddx_bt_dxxs
设备-输电,导地线,本体,覆冰,021_ddx_bt_fb
设备-输电,导地线,本体,OPGW附件变形,021_ddx_bt_fjbx
设备-输电,导地线,本体,OPGW附件丢失,021_ddx_bt_fjds
设备-输电,导地线,本体,OPGW附件松动,021_ddx_bt_fjsd
设备-输电,导地线,本体,OPGW附件损伤,021_ddx_bt_fjss
设备-输电,导地线,本体,弧垂偏差,021_ddx_bt_hcpc
设备-输电,导地线,本体,OPGW接线盒脱落,021_ddx_bt_jxhtl
设备-输电,导地线,本体,绝缘线绝缘层破损,021_ddx_bt_jyxjycps
设备-输电,导地线,本体,裸露,021_ddx_bt_ll
设备-输电,导地线,本体,松股,021_ddx_bt_sg
设备-输电,导地线,本体,损伤,021_ddx_bt_ss
设备-输电,导地线,本体,跳股,021_ddx_bt_tg
设备-输电,导地线,本体,脱落,021_ddx_bt_tl
设备-输电,导地线,本体,未绑扎,021_ddx_bt_wbz
设备-输电,导地线,本体,异物,021_ddx_bt_yw
设备-输电,导地线,本体,正常,021_ddx_bt_zc
设备-输电,导地线,本体,子导线鞭击,021_ddx_bt_zdxbj
设备-输电,导地线,本体,子导线断线,021_ddx_bt_zdxdx
设备-输电,导地线,本体,子导线扭绞,021_ddx_bt_zdxnj
设备-输电,导地线,本体,子导线粘连,021_ddx_bt_zdxzl
设备-输电,防鸟设施,防鸟设施,缺失,021_fnss_fnss_qs
设备-输电,防鸟设施,防鸟设施,松动,021_fnss_fnss_sd
设备-输电,防鸟设施,防鸟设施,损坏,021_fnss_fnss_sh
设备-输电,防鸟设施,防鸟设施,正常,021_fnss_fnss_zc
设备-输电,杆塔,叉梁,抱箍变形,021_gt_cl_bgbx
设备-输电,杆塔,叉梁,抱箍螺栓缺少,021_gt_cl_bglsqs
设备-输电,杆塔,叉梁,抱箍锈蚀,021_gt_cl_bgxs
设备-输电,杆塔,叉梁,水泥脱落,021_gt_cl_sntl
设备-输电,杆塔,叉梁,锈蚀,021_gt_cl_xs
设备-输电,杆塔,叉梁,正常,021_gt_cl_zc
设备-输电,杆塔,杆身,倒杆,021_gt_gs_dg
设备-输电,杆塔,杆身,法兰盘损坏,021_gt_gs_flpsh
设备-输电,杆塔,杆身,法兰锈蚀,021_gt_gs_flxs
设备-输电,杆塔,杆身,焊缝裂纹,021_gt_gs_hflw
设备-输电,杆塔,杆身,螺栓锈蚀,021_gt_gs_lsxs
设备-输电,杆塔,杆身,鸟巢,021_gt_gs_nc
设备-输电,杆塔,杆身,破损,021_gt_gs_ps
设备-输电,杆塔,杆身,缺螺栓,021_gt_gs_qls
设备-输电,杆塔,杆身,倾斜,021_gt_gs_qx
设备-输电,杆塔,杆身,损伤,021_gt_gs_ss
设备-输电,杆塔,杆身,弯曲,021_gt_gs_wq
设备-输电,杆塔,杆身,锈蚀,021_gt_gs_xs
设备-输电,杆塔,杆身,异物,021_gt_gs_yw
设备-输电,杆塔,杆身,正常,021_gt_gs_zc
设备-输电,杆塔,横担,扭转,021_gt_hd_nz
设备-输电,杆塔,横担,歪斜,021_gt_hd_wx
设备-输电,杆塔,横担,锈蚀,021_gt_hd_xs
设备-输电,杆塔,横担,正常,021_gt_hd_zc
设备-输电,杆塔,横担护栏,变形,021_gt_hdhl_bx
设备-输电,杆塔,横担护栏,断裂,021_gt_hdhl_dl
设备-输电,杆塔,横担护栏,脱落,021_gt_hdhl_tl
设备-输电,杆塔,横担护栏,锈蚀,021_gt_hdhl_xs
设备-输电,杆塔,横担护栏,正常,021_gt_hdhl_zc
设备-输电,杆塔,护栏,变形,021_gt_hl_bx
设备-输电,杆塔,护栏,断裂,021_gt_hl_dl
设备-输电,杆塔,护栏,锈蚀,021_gt_hl_xs
设备-输电,杆塔,护栏,正常,021_gt_hl_zc
设备-输电,杆塔,脚钉,变形,021_gt_jd_bx
设备-输电,杆塔,脚钉,缺少,021_gt_jd_qs
设备-输电,杆塔,脚钉,松动,021_gt_jd_sd
设备-输电,杆塔,脚钉,锈蚀,021_gt_jd_xs
设备-输电,杆塔,脚钉,正常,021_gt_jd_zc
设备-输电,杆塔,拉线,内Ｘ拉线金具缺少,021_gt_lx_nＸlxjjqs
设备-输电,杆塔,拉线,内Ｘ拉线金具锈蚀,021_gt_lx_nＸlxjjxs
设备-输电,杆塔,拉线,内Ｘ拉线缺少,021_gt_lx_nＸlxqs
设备-输电,杆塔,拉线,内Ｘ拉线松,021_gt_lx_nＸlxs
设备-输电,杆塔,拉线,松弛,021_gt_lx_sc
设备-输电,杆塔,拉线,水平稳拉金具缺少,021_gt_lx_spwljjqs
设备-输电,杆塔,拉线,水平稳拉金具锈蚀,021_gt_lx_spwljjxs
设备-输电,杆塔,拉线,水平稳拉缺少,021_gt_lx_spwlqs
设备-输电,杆塔,拉线,水平稳拉松,021_gt_lx_spwls
设备-输电,杆塔,拉线,损伤,021_gt_lx_ss
设备-输电,杆塔,拉线,锈蚀,021_gt_lx_xs
设备-输电,杆塔,拉线,UT 型线夹反装,021_gt_lx_xxjfz
设备-输电,杆塔,拉线,UT 型线夹缺螺母,021_gt_lx_xxjqlm
设备-输电,杆塔,拉线,UT 型线夹尾线散开,021_gt_lx_xxjwxsk
设备-输电,杆塔,拉线,UT 型线夹扎头铁丝散开,021_gt_lx_xxjzttssk
设备-输电,杆塔,拉线,正常,021_gt_lx_zc
设备-输电,杆塔,爬梯,变形,021_gt_pati_bx
设备-输电,杆塔,爬梯,断开,021_gt_pati_dk
设备-输电,杆塔,爬梯,防坠装置失灵,021_gt_pati_fzzzsl
设备-输电,杆塔,爬梯,缺损,021_gt_pati_qs
设备-输电,杆塔,爬梯,脱落,021_gt_pati_tl
设备-输电,杆塔,爬梯,锈蚀,021_gt_pati_xs
设备-输电,杆塔,爬梯,正常,021_gt_pati_zc
设备-输电,杆塔,平台,变形,021_gt_pingtai_bx
设备-输电,杆塔,平台,缺损,021_gt_pingtai_qs
设备-输电,杆塔,平台,锈蚀,021_gt_pingtai_xs
设备-输电,杆塔,平台,正常,021_gt_pingtai_zc
设备-输电,杆塔,塔材,抱箍锈蚀,021_gt_tc_bgxs
设备-输电,杆塔,塔材,变形,021_gt_tc_bx
设备-输电,杆塔,塔材,钢筋裸露,021_gt_tc_gjll
设备-输电,杆塔,塔材,缺螺栓,021_gt_tc_qls
设备-输电,杆塔,塔材,缺塔材,021_gt_tc_qtc
设备-输电,杆塔,塔材,锈蚀,021_gt_tc_xs
设备-输电,杆塔,塔材,正常,021_gt_tc_zc
设备-输电,杆塔,塔身,抱箍螺栓松动,021_gt_ts_bglssd
设备-输电,杆塔,塔身,抱箍螺栓锈蚀,021_gt_ts_bglsxs
设备-输电,杆塔,塔身,地线顶架锈蚀,021_gt_ts_dxdjxs
设备-输电,杆塔,塔身,法兰盘损坏,021_gt_ts_flpsh
设备-输电,杆塔,塔身,钢箍保护层脱落,021_gt_ts_ggbhctl
设备-输电,杆塔,塔身,连接钢圈损坏,021_gt_ts_ljgqsh
设备-输电,杆塔,塔身,螺栓锈蚀,021_gt_ts_lsxs
设备-输电,杆塔,塔身,裂纹,021_gt_ts_lw
设备-输电,杆塔,塔身,缺螺栓,021_gt_ts_qls
设备-输电,杆塔,塔身,弯曲,021_gt_ts_wq
设备-输电,杆塔,塔身,锈蚀,021_gt_ts_xs
设备-输电,杆塔,塔身,异物,021_gt_ts_yw
设备-输电,杆塔,塔身,正常,021_gt_ts_zc
设备-输电,基础,保护帽,出现裂缝,021_jc_bhm_cxlf
设备-输电,基础,保护帽,破损、浇制不全,021_jc_bhm_ps/jzbq
设备-输电,基础,保护帽,渗水,021_jc_bhm_ss
